,daily_returns_tlt,daily_returns_tlt_volume,daily_returns_tsla,daily_returns_tsla_volume,avg_sentiment,target
2018-08-22,0.0037067545304776406,-0.06126161880136194,-0.0011804908356631838,-0.5223092896198722,0.014286111111111124,0
2018-08-23,0.0015592942141979815,0.18538207060488188,-0.004385419258521872,-0.17831497792552486,0.037946000000000014,1
2018-08-24,0.001966568338249708,0.09359296986393129,0.00843460060604162,-0.3049342250795405,-0.05942857142857143,0
2018-08-27,-0.005969905135754017,0.17815647317070282,-0.010129797713825384,2.705584978596814,-0.1376688888888889,0
2018-08-28,-0.005676676264911529,-0.20798522486718818,-0.02406584465168682,-0.3937036168911273,-0.114926,0
2018-08-29,0.001199735230845489,0.05301233360488844,-0.02235048901715575,-0.053065817615311706,-0.11132999999999996,0
2018-08-30,0.002189992149084663,0.037486719414066894,-0.00572356336919444,-0.027244305111735034,0.16858571428571428,0
2018-08-31,-0.00230889750144303,1.0499791984532565,-0.00489880746202187,-0.2726886549299773,0.19321875,0
2018-09-04,-0.008182494421026476,0.6315146630988391,-0.04196916956737928,0.5520767106683475,0.11828499999999999,0
2018-09-05,-0.0024999999999999467,-0.4678152187735487,-0.028690612131907822,-0.11952093787166918,0.13714814814814816,1
2018-09-06,0.0035087719298245723,-0.3160808522959976,0.0011072370481233218,0.004366589840808954,0.10520588235294122,0
2018-09-07,-0.008325008325008376,0.29035936977029597,-0.06323451698252192,1.8596991359719208,0.11288367346938775,1
2018-09-10,0.0036098052384150314,-0.40661884900635237,0.08440966418477425,-0.30131292407947685,-0.01995,0
2018-09-11,-0.007026348808030103,0.13564195521326683,-0.021123800182161978,-0.39200384468501726,0.07831636363636364,1
2018-09-12,0.0020217336365935257,-0.3274304121546324,0.03983108470815577,0.10060090395015142,0.06440652173913043,0
2018-09-13,0.0013451029844471218,0.24850668563290856,-0.0039234581497796794,-0.3734045133589621,0.12221034482758625,1
2018-09-14,-0.004617580387876741,0.152696310114516,0.019660009674521417,0.07618986574310993,-0.1046,0
2018-09-17,4.2172739541213033e-05,-0.12122650658758183,-0.0010843414320084177,0.010752089745707627,0.022803999999999998,0
2018-09-18,-0.010584911230126948,1.0310092850709394,-0.03344753892601515,1.4967744515620982,0.1363746987951807,1
2018-09-19,-0.005967095729264349,0.22655248514552184,0.04952093496648313,-0.5236020809461818,0.15925671641791042,0
2018-09-20,0.004630820684332404,-0.2449660699055174,-0.0024077046548957037,-0.09474734506935423,0.3145771428571428,1
2018-09-21,-0.0002560819462228414,-0.4200106300534395,0.0023129525341913926,-0.38848437316929496,0.41565,1
2018-09-24,-0.002732240437158584,-0.038938402839069464,0.002407946222534374,0.06752726309269552,0.23907500000000004,1
2018-09-25,-0.0009417808219177592,0.01278644625383607,0.0044039635672104005,-0.065147304088366,0.2358750000000001,1
2018-09-26,0.006941468849087418,1.0208053308272227,0.02828898854010964,0.7535690061761733,-0.3299666666666667,0
2018-09-27,0.0008510638297871687,-0.4190120945088923,-0.0068043560283028715,-0.4461191377050099,-0.3265250000000001,0
2018-09-28,-0.0027210884353741083,1.0909800925266153,-0.13900995251414805,6.618131525512385,-0.3693544117647059,1
2018-10-01,-0.009635061391541577,0.3793423024370537,0.1723504079782412,-0.39371958870341794,0.20307611940298506,0
2018-10-02,0.006543263021954182,-0.5051481331173198,-0.03043262231725652,-0.4417066607804664,0.13528247422680414,0
2018-10-03,-0.017791463518946227,1.4985247026797661,-0.01950814223994679,-0.26036660953677837,0.18043285714285714,0
2018-10-04,-0.006966820517286365,-0.29616973442888817,-0.04470731789987459,0.13436236090899323,-0.07634035087719299,0
2018-10-05,-0.008594229588704816,0.12212708256382943,-0.07043003122338909,0.8695980669380079,-0.14324814814814815,0
2018-10-08,-0.003361344537815114,-0.7412563069231439,-0.043703958166342316,-0.2591046824637172,-0.04484400000000005,1
2018-10-09,0.010029289074287684,1.665045581317195,0.048974215694100875,-0.07638825968947738,0.012602439024390242,0
2018-10-10,-0.002636203866432263,0.41673186453696665,-0.022525779079943797,0.0561813284758832,0.07983571428571427,0
2018-10-11,0.012070484581497842,0.04444185005593804,-0.017750788275137097,-0.378629573699823,0.2607370370370371,1
2018-10-12,-0.003395142334813306,-0.5665843661326981,0.027028098125470468,-0.12164969824787797,0.4911,1
2018-10-15,0.0,-0.0737453691802129,0.0015820953115956993,-0.08415143566477157,0.2646692307692308,1
2018-10-16,0.0015723270440251014,-0.27093456512953906,0.0654184003698568,0.4413457317746414,0.2174257142857144,0
2018-10-17,-0.005843362986220124,0.263548852595763,-0.01714037752223918,-0.07413661400489369,0.1150375,0
2018-10-18,-8.772699359582692e-05,-0.014499162140017008,-0.028881530537159805,-0.3825801510317772,0.09953088235294122,0
2018-10-19,-0.002193367257413592,0.9720127530022167,-0.014813411630990592,0.7639880899254377,0.1023661016949153,1
2018-10-22,-0.0014068407632111812,-0.7070719169096531,0.0034610059990769493,-0.43437109609668456,-0.07548571428571431,1
2018-10-23,0.002993748349035874,2.232591937707178,0.1276921897754273,2.5001952842507156,-0.028120895522388056,0
2018-10-24,0.007462031428320692,0.574745312444972,-0.018419085162781235,-0.14214201300660922,0.2055274193548387,1
2018-10-25,-0.003938654583478529,-0.2481170912206635,0.08991136961639667,0.30299756971951064,0.19949821428571424,1
2018-10-26,0.0057038877418902345,0.5850769313770117,0.050252533274038225,0.38640353769732805,0.2288858695652174,1
2018-10-29,-0.0021746694502435826,-0.5976898751528616,0.018631098206454366,-0.4704820766160043,-0.04579333333333334,0
2018-10-30,-0.004358817888588606,0.28237531626252244,-0.020725080910953486,-0.3632627172173718,-0.01997872340425531,1
2018-10-31,-0.005516154452324673,-0.14181083536342065,0.022649404202419454,-0.21138455688145064,0.09523636363636363,1
2018-11-01,-0.0015847860538826808,-0.3886566226509135,0.020279886148007575,0.11557554007739324,0.26275135135135136,1
2018-11-02,-0.012257495590828893,0.9275836755666054,0.006770893874229911,-0.03298753854562597,0.25917894736842106,0
2018-11-05,0.003838942951522206,-0.628297745443894,-0.01495165247510466,0.24578101934440055,0.3273285714285715,0
2018-11-06,-0.0007114905727498844,-0.1222172501866935,-0.0006153485510006496,-0.14319586889068348,0.2405117647058824,1
2018-11-07,0.0015129939480242882,1.89240359460194,0.020427490764088452,0.12678114701976262,0.235175,1
2018-11-08,-0.00026659557451347293,-0.32660921733826,0.0093757093558835,-0.2712508106268058,0.11521470588235296,0
2018-11-09,0.007555555555555538,-0.06419757744541821,-0.0021634546955507927,-0.25850266854005244,0.1636444444444445,0
2018-11-12,0.006528451698279758,-0.04606611910068603,-0.05528770718626075,0.38480293151289136,-0.19256666666666666,1
2018-11-13,-0.0008765010079762048,0.01773601164110805,0.022527555488449424,-0.2975826765504114,-0.03331666666666666,1
2018-11-14,0.0008772699359593794,0.5286741676952427,0.016361005286317454,0.2567526508737188,0.15671333333333334,1
2018-11-15,-0.0004382505039880469,-0.12945688916811993,0.012378323405491942,-0.09120429806798125,0.2499347826086956,1
2018-11-16,0.005349000350754141,0.046586964916357276,0.01687666829310297,0.6035931300089945,0.3730933333333332,0
2018-11-19,0.0030963802878325453,-0.2540641059047598,-0.0022859804115273885,0.3306210902022846,0.031071428571428576,0
2018-11-20,0.0003912873353333346,0.07894642546213482,-0.016267110934957807,-0.18243243172215629,0.13249,0
2018-11-21,-0.0002607561929596214,-0.24183061401526618,-0.02752135277370371,-0.4074605861466646,0.13523333333333332,0
2018-11-23,0.0009563554164493393,-0.41922993193265856,-0.03595930920274437,-0.12173545851625034,0.133425,1
2018-11-26,-0.0022583166854859282,1.1266790704655292,0.061165644171779165,0.9061760715677256,-0.25688571428571433,0
2018-11-27,0.0013058239749281775,0.015958687697075424,-0.005868069607446347,-0.22453356920046696,-0.23487727272727274,1
2018-11-28,-0.005390366892714216,0.3105665502883088,0.01151464045825934,-0.33272001797156636,-0.05565263157894735,0
2018-11-29,0.004283216783216748,-0.12034557728032569,-0.019260068416362408,-0.24783201809932986,-0.09006666666666666,1
2018-11-30,0.0036556706414831996,0.3087399839926477,0.027024650467508682,0.7853972243896445,-0.005030000000000002,1
2018-12-03,0.004856473853091625,-0.008113927975693103,0.02354519249978604,0.49976600339961896,-0.05655294117647058,1
2018-12-04,0.016829205143695347,0.8138862824506445,0.002658376087441461,0.026197654408061988,0.07841739130434783,1
2018-12-06,0.0030555084026482326,-0.06883700022850237,0.009640332664615059,-0.06563928130452257,0.04609000000000002,0
2018-12-07,0.0019673379590454676,-0.49048061680667443,-0.014294882388586005,0.45256668626568186,-0.0232470588235294,1
2018-12-10,0.004116964002955914,0.13920271210819002,0.02031435428665329,-0.4330165753671018,0.03119000000000002,1
2018-12-11,0.0,-0.12974029702168877,0.004244947143561495,-0.039374856877547604,0.039886363636363636,1
2018-12-12,-0.004541631623212861,-0.20109411402976818,8.181297553799816e-05,-0.19840972520632605,0.09819655172413792,1
2018-12-13,-0.002365664075701268,-0.1928589079816868,0.027732329842931724,0.45090779604844,-0.11953333333333335,0
2018-12-14,0.003387533875338855,0.6720122124653649,-0.029929157048475652,-0.12387296965377403,-0.1357608695652174,0
2018-12-17,0.005676063470627879,0.15737863511057637,-0.047372883673860056,0.18490292875800107,-0.1346333333333333,0
2018-12-18,0.0037556912360210415,0.008999689301421476,-0.03290361480375559,-0.06355372070283194,-0.431,0
2018-12-19,0.013127090301003452,1.3377377925691527,-0.011430098269156419,0.17213049739345387,-0.2426166666666667,0
2018-12-20,-0.0038788478996450992,-0.19177072579332954,-0.05305123430836689,0.05393677598887492,-0.1896421052631579,1
2018-12-21,8.285004142494223e-05,-0.5352100271753946,0.014572728858443185,-0.11131961701741555,-0.006081818181818188,0
2018-12-24,0.004804904316129566,-0.11990225824652556,-0.07570879309805889,-0.29322690755864533,0.37213125,1
2018-12-26,-0.010470772528650474,0.3525636030040846,0.10277655652879703,0.4816180647958497,0.32533703703703704,0
2018-12-27,-0.00018330278286948776,0.09407490423957454,-0.03116167811579984,0.0482910172817399,0.19432857142857146,1
2018-12-28,0.008516808613476812,-0.23557199140291796,0.05679054237987757,0.07974651224519413,0.19238333333333332,0
2018-12-31,0.004379441414642304,0.9741155758837876,-0.007209309291319688,-0.34270917398415945,0.0,0
2019-01-02,0.00493624023035788,-0.20297611427267281,-0.06511690492561406,0.8227688777098339,-0.05257428571428572,0
2019-01-03,0.011338518215308957,0.36599148933739944,-0.030851334705306876,-0.37940309707778486,-0.13939743589743595,1
2019-01-04,-0.010725705265714147,-0.4172963266445685,0.05737404681828773,0.046704837864333326,-0.5994,1
2019-01-07,-0.0036412732182308227,-0.32799396977252815,0.05494110978144473,0.03007540544278897,-0.15739999999999998,1
2019-01-08,-0.0029565145977907825,0.02810720119962662,0.0015045404882592095,-0.08711673020208266,0.005239999999999993,1
2019-01-09,-0.0014414562826901012,0.08979916402361998,0.009031565769471506,-0.2082988436436949,0.10848571428571427,1
2019-01-10,-0.006310319227913919,-0.08547999045998789,0.01887628500531746,0.10014879086267148,0.08661428571428569,1
2019-01-11,0.0036525131781015574,-0.2819909061148548,0.007074309240091559,-0.1614733156385152,0.215575,0
2019-01-14,-0.003845994789297369,0.21342768904299048,-0.03641859795595226,0.04437252362434241,0.19695,1
2019-01-15,-0.0036532713384257454,0.3715788919399696,0.028816850911263847,0.15848899683359385,0.15245,1
2019-01-16,0.0011250000000000426,-0.3550866431707199,0.004486779247556916,-0.22438671841881608,0.038500000000000006,1
2019-01-17,0.00045781828775948163,0.37065712037050424,0.003642776605279119,-0.22491856105798858,-0.09894,0
2019-01-18,-0.0048256926532989075,0.808729358537883,-0.1294253204666569,5.397288236066386,-0.13965555555555556,0
2019-01-22,0.006186773681130298,-0.4172282388202425,-0.013367745351068772,-0.4836197379098919,0.4239733333333334,0
2019-01-23,-0.0003739094308266022,-0.3379637139541558,-0.03689046884432223,0.009511219134202165,0.2866476190476191,1
2019-01-24,0.006358837953534646,-0.058621353123650244,0.0162789887875201,-0.34770814073876377,0.10903548387096773,1
2019-01-25,-0.004129842240026438,0.16528114310073927,0.017628616950197795,-0.09981900708883407,-0.1269157894736842,0
2019-01-28,-0.0011611511984738199,0.03635183364591654,-0.002087542087542138,-0.10358737902379944,0.14451363636363634,1
2019-01-29,0.004982147305488516,-0.20324397884782108,0.0026992374654160045,-0.28808426061059456,0.08918363636363633,1
2019-01-30,-0.0011980500702304386,0.8243949564240307,0.038781210041052505,0.7956321734670377,0.24560740740740736,0
2019-01-31,0.008272324936923425,0.20625438624317316,-0.005303121102670727,0.49550095867386834,0.21196515151515147,1
2019-02-01,-0.007671165442835526,-0.02462500635281961,0.016648435085529822,-0.40385116901885,0.3716333333333333,1
2019-02-04,-0.004340636626705252,-0.3289948303309467,0.0009126142249298308,0.005763158969391613,0.2309857142857143,1
2019-02-05,0.004525638364127005,-0.23591445754013507,0.028499191909493904,-0.08598807329489977,0.1237615384615385,0
2019-02-06,0.000330660494337387,-0.13156820812959968,-0.011202041260852003,-0.2604620148456007,0.005994230769230751,0
2019-02-07,0.006693661680852614,0.6515772277921579,-0.0320045945180476,0.3045855421564858,0.005994230769230751,0
2019-02-08,0.004720078804794081,-0.42608466746257145,-0.007346881452172216,-0.10163339470902444,0.06788275862068964,1
2019-02-11,-0.004166836880591496,-0.13406745591663516,0.02515228925132651,0.204528705395149,0.1165875,0
2019-02-12,-0.0026664478811995185,1.0304736994513535,-0.003290524567120201,-0.2309401779074488,-0.04409538461538461,0
2019-02-13,-0.003701875616979322,-0.4783515954288672,-0.011699092919644993,-0.045144137856728994,-0.09556249999999998,0
2019-02-14,0.005531335149863814,0.20414763830982796,-0.014140234805733787,-0.008826290239846601,-0.056075000000000035,1
2019-02-15,0.001602070620849494,-0.049098156016322836,0.012626159615764188,-0.25016204503293005,0.3524466666666666,0
2019-02-19,0.0029104324656692437,0.02763550451159591,-0.0072383657751121655,0.07456120074373551,0.12755000000000002,0
2019-02-20,-0.003024605575083772,-0.13389937000947116,-0.010013416669393593,0.632591486054437,0.1014590163934426,0
2019-02-21,-0.008855362413906165,0.5919702246335354,-0.037318613030112635,0.3287027536795044,0.11478382352941173,1
2019-02-22,0.005542686962276555,-0.20598578555616853,0.011845900288421918,-0.35930425826827617,0.07379655172413792,1
2019-02-25,-0.002797202797202858,-0.04688800789452319,0.013607519766534404,0.07955650298895778,-0.2647388235294117,0
2019-02-26,0.0048675851827406635,0.1237151734097599,-0.002979578172078945,0.3737706703749948,-0.28343541666666666,1
2019-02-27,-0.011001642036124859,0.16371160951459518,0.05703300762230956,0.31142903581667336,-0.2632051724137931,1
2019-02-28,-0.003486634567491209,0.3348143723938566,0.0159310027160533,-0.16464460696599126,-0.04157324840764332,0
2019-03-01,-0.011412862379207023,0.3322612772212461,-0.0786404427628904,1.437920857579901,-0.012052980132450337,0
2019-03-04,0.007668323923485376,-0.3491718694923551,-0.03176542455711673,-0.24589874945888468,0.046294999999999996,0
2019-03-05,0.002257902659307476,-0.33981921078126043,-0.03035401331931309,0.10178858970722016,0.10709396551724136,0
2019-03-06,0.003671255736337198,0.4001511052950435,-0.0014820705610177898,-0.4348417927859659,0.15550000000000008,1
2019-03-07,0.006567461966913157,-0.0016513113292137005,0.0013394634905694591,-0.12686757514913227,0.2256432098765433,1
2019-03-08,0.004046911133135156,-0.08973010337880771,0.027223427331887207,-0.046029411947164034,0.14828266666666673,1
2019-03-11,-0.003043514024841598,-0.25066689038397716,0.023686340759511593,-0.1746895721717433,-0.03777142857142858,0
2019-03-12,0.0069216171617161315,0.2680161273343955,-0.02575122051846257,0.02105603213624674,-0.13626181818181815,1
2019-03-13,-0.0018551461869944497,-0.29627735288980783,0.019550411123266498,-0.08038365952006499,-0.1324385245901639,1
2019-03-14,-0.00687532067727048,0.7983344876133796,0.0036343497975146466,0.022193989877244746,-0.0475564356435644,0
2019-03-15,0.00582765034097954,-0.5916604727466593,-0.04969926886467102,0.32406431287817306,0.10880180180180178,0
2019-03-18,-8.218277449045797e-05,-0.018932669320539608,-0.02188066595729543,0.1025546450459014,0.02102586206896552,0
2019-03-19,-0.001890359168241984,0.6311094304537428,-0.007940041555357658,0.15678755529490718,-0.14644466019417474,1
2019-03-20,0.010128458498023685,0.8610992712305365,0.02288877253347299,-0.41058910208342836,-0.14073603603603607,1
2019-03-21,0.0022825466699274433,-0.2530421914315222,0.0019926873857405436,-0.15061974281775226,-0.16492840909090908,0
2019-03-22,0.015697437982919782,0.7510666273767133,-0.03431918115637955,0.46515759871800366,0.11062183908045976,0
2019-03-25,0.0015614990390775407,-0.21348675099453818,-0.015681680773881435,0.16725783668284144,-0.06595192307692309,1
2019-03-26,-0.0008394963022186896,-0.2382752632516787,0.02790970862605091,-0.27098340949080557,-0.16629000000000002,1
2019-03-27,0.008882131711610786,0.8338707332201509,0.026664903895351033,0.18976540135914166,-0.13937128712871294,1
2019-03-28,0.003648477157360386,-0.34344539920235084,0.013386686067661024,-0.2377688968201006,-0.037297297297297284,1
2019-03-29,-0.0007902639481587315,0.1461267351864679,0.004199870773206937,-0.11778131281761095,-0.06463380281690137,1
2019-04-01,-0.016371401455235635,-0.20204237742395859,0.03370866845397669,-0.3508125212716382,0.19864444444444446,0
2019-04-02,0.0017689153332798302,-0.024660016547377817,-0.011515319178366346,0.4040512072951066,0.037895238095238086,1
2019-04-03,-0.008668432458463715,0.21829944052664185,0.020675179289837198,0.4692335025873535,0.03243260869565216,0
2019-04-04,0.002914743745445758,-0.3224304263397838,-0.08212229229503698,1.792336901546343,-0.07990628571428576,1
2019-04-05,0.0012109469605230405,-0.29580405385176456,0.02673637042569066,-0.4151894053970243,-0.04164110169491528,0
2019-04-08,-0.0033865505563619447,-0.043372247741569,-0.006582775676462038,-0.20305739356506614,-0.20607761194029856,0
2019-04-09,0.002912621359223211,0.5503802276726433,-0.0027457440966501823,-0.42811061550446217,-0.31578095238095244,1
2019-04-10,0.0022587931590836163,0.050298287169973976,0.01339941262848754,0.13142315090249435,0.08501612903225804,0
2019-04-11,-0.005513522215067512,-0.15778179304846973,-0.027531968846223664,0.3830136288858679,0.11448312500000002,0
2019-04-12,-0.0069199951438631,0.08926719031158381,-0.002867575241255471,-0.26067594648179215,0.18573916083916087,0
2019-04-15,0.002363488182558937,-0.5356488950038274,-0.004856545128511747,0.4688341958374169,-0.006387499999999985,1
2019-04-16,-0.00617936417594922,1.6154288077867447,0.026015466626623684,-0.2825668638303822,0.05265454545454545,0
2019-04-17,0.00016362595107577427,-0.24340385107690554,-0.007650653104533389,-0.28160499642700354,0.10193015873015876,1
2019-04-18,0.005316973415133042,3.560246548258559,0.00752528399559016,0.1444721160067226,0.10463508771929823,0
2019-04-22,-0.00480065093572013,-0.778295305518559,-0.03793346995535385,1.0231676128210232,0.043670175438596484,1
2019-04-23,0.0018804676641321905,-0.04721829012622103,0.00412979665211477,-0.10388118017719816,0.07472916666666668,0
2019-04-24,0.008323812632609728,0.06382409375559805,-0.02003712402454727,-0.1856337992110153,0.06978969696969703,0
2019-04-25,-0.0013758497895759447,-0.27122941575024395,-0.042976435943169244,1.4700619610446242,-0.0039635555555555466,0
2019-04-26,0.0034038414782397997,0.18307751565169728,-0.05062345247664335,0.0283277006094087,-0.013251249999999984,1
2019-04-29,-0.006138437929084972,0.6673359258064633,0.027218771272974784,-0.24890248477230248,0.08324222222222223,0
2019-04-30,0.004774481917919626,-0.1508220975533061,-0.01137975666580382,-0.43228867229234036,0.12777413793103445,0
2019-05-01,0.001961379031442556,0.6650887722058498,-0.019607021659893586,0.14380836983834167,0.13101269841269844,1
2019-05-02,-0.004601226993865004,-0.48169578972503935,0.04303234904491271,0.44142495823267036,0.209093984962406,1
2019-05-03,0.002554537344902963,-0.20211589924976636,0.04490331039003603,0.41537401398877694,0.2235427947598252,1
2019-05-06,0.0030333670374114163,-0.17571081096820795,0.0011566813048933255,-0.5467892629604667,-0.07551184210526315,0
2019-05-07,0.007580645161290311,0.805612956113126,-0.032408404644878264,-0.0003541722295241634,-0.02035740740740741,0
2019-05-08,-0.00416199775892423,-0.15279097289122812,-0.009309479478669225,-0.39663497862581953,0.048005,0
2019-05-09,0.004018646519852176,0.44042341116813133,-0.011358065043307719,0.12118003301605396,-0.0016511627906976591,0
2019-05-10,-0.0014409221902017544,-0.40762174655758643,-0.010207455161583612,0.04040082806447054,0.03392025316455696,0
2019-05-13,0.007937309603976317,0.6676710885799166,-0.05218988768736166,0.5125854910669418,-0.3617038461538462,1
2019-05-14,-0.0029436069803491227,-0.39822211029909294,0.0225100215849523,-0.32861855335628953,-0.20104347826086966,0
2019-05-15,0.005823229100191396,0.64908084441783,-0.0008616232982940897,0.012851811315581774,0.057187037037037036,0
2019-05-16,-0.0030137203584741368,-0.18103754218711943,-0.015845981372887175,0.01664154694993747,0.06649814814814814,0
2019-05-17,0.002227348659613382,-0.4394544095030122,-0.0752345067799951,1.3835979129788973,-0.08438481012658228,0
2019-05-20,-0.001984284467021147,0.30830707773199095,-0.027161680005647337,0.16192749772513082,-0.003366666666666673,0
2019-05-21,-0.0017496421186575795,-0.3275325405108964,-0.0018018895490405917,-0.1417542624714453,-0.07868846153846154,0
2019-05-22,0.005576800509878854,0.3710035857423739,-0.05991120651802706,0.057673868287674734,-0.002353947368421064,1
2019-05-23,0.011329424813817157,0.6841085567634129,0.014479215319944005,0.3238524988051332,-0.041314720812182716,0
2019-05-24,0.0009400705052877711,-0.5372612145433181,-0.024321158174749336,-0.4308896468791341,-0.07823988764044945,0
2019-05-28,0.007513500821789032,0.766665923077192,-0.010516149632692318,-0.26498048776894245,0.04413064516129031,1
2019-05-29,0.0027957741008313164,0.6361171955653988,0.0061996608732513,0.1512579517175383,-0.013283552631578951,0
2019-05-30,0.00848323532669859,-0.04897534114614688,-0.009005213544683643,-0.34178189444045326,-0.0701522222222222,0
2019-05-31,0.01255905058186424,0.5488495281558279,-0.014347964714635064,0.2956269653822796,-0.14667430167597764,0
2019-06-03,0.004399180700956018,0.021881278644887203,-0.034882467112357096,0.289617714595954,-0.04854534883720931,1
2019-06-04,-0.011064207752422783,-0.35381793925954896,0.08323557343165189,0.059403342239175316,0.0008281690140845194,1
2019-06-05,-0.005995341199831916,-0.2676428997251733,0.014269506472074589,-0.041549694823574734,-0.02185253164556963,1
2019-06-06,0.0034575489819437255,0.05835976784017549,0.0478093523899592,0.5490020912851663,0.11449745762711865,0
2019-06-07,0.0087289433384381,0.07584994616936669,-0.00820069875776408,-0.23495538565663765,0.09640126582278484,1
2019-06-10,-0.009259905875208752,-0.33286532697697624,0.04153823572581827,-0.33016012726298527,0.17992093023255812,1
2019-06-11,0.0006887828005035512,-0.19477280143825026,0.01982337467117623,0.061384628057862045,0.1612054545454545,0
2019-06-12,0.0005359467115839678,0.041477826982621924,-0.03630907415937357,0.35354289937755623,0.25362010309278343,1
2019-06-13,0.003443526170798794,0.9305626476882563,0.02233419511675172,0.08960499969865188,0.21795625000000007,1
2019-06-14,0.00244032639365499,-0.04006472392296179,0.004815559399691471,-0.09147187307860039,0.1840622857142859,1
2019-06-17,0.0015968048687713399,-0.45611213430924946,0.04704075935231722,-0.16177541458082623,0.19994767441860464,0
2019-06-18,0.005127605292120085,0.6870387624068224,-0.0012887170599474862,0.010186696414573149,0.12941428571428568,1
2019-06-19,0.0013224014810895302,0.2990865323899967,0.007074842039690221,-0.4834625438899943,0.1432846666666667,0
2019-06-20,0.002792242094936226,-0.12309527966076383,-0.02977952547165652,0.7934420276487897,0.07837405063291138,1
2019-06-21,-0.010912101143889186,0.159653146037666,0.01047406530352002,-0.314344959073922,0.04555158730158729,1
2019-06-24,0.007532526820360541,-0.564786451805992,0.007886790752174466,-0.28474004114125917,0.27263285714285695,0
